,Date,Open,High,Low,Close,Adj Close,Volume,newCol,signal
28,2000-01-24,3.872768,4.026786,3.754464,3.794643,3.311635,110219200,3748239600,0.0
29,2000-01-25,3.75,4.040179,3.65625,4.008929,3.498645,124286400,3872526000,1.0
30,2000-01-26,3.928571,4.078125,3.919643,3.935268,3.43436,91789600,3964315600,1.0
31,2000-01-27,3.886161,4.035714,3.821429,3.928571,3.4285160000000006,85036000,4049351600,1.0
32,2000-01-28,3.863839,3.959821,3.59375,3.629464,3.167482,105837200,4155188800,0.0
33,2000-01-31,3.607143,3.709821,3.375,3.705357,3.233715,175420000,4330608800,1.0
34,2000-02-01,3.714286,3.75,3.571429,3.580357,3.124625,79508800,4410117600,0.0
35,2000-02-02,3.598214,3.647321,3.464286,3.529018,3.079821,116048800,4526166400,0.0
36,2000-02-03,3.582589,3.723214,3.580357,3.689732,3.220078,118798400,4644964800,1.0
37,2000-02-04,3.712054,3.928571,3.700893,3.857143,3.3661790000000003,106330000,4751294800,1.0
38,2000-02-07,3.857143,4.080357,3.783482,4.073661,3.555138,110266800,4861561600,1.0
39,2000-02-08,4.071429,4.147321,3.973214,4.102679,3.5804620000000003,102160800,4963722400,1.0
40,2000-02-09,4.075893,4.183036,4.015625,4.022321,3.510333,74841200,5038563600,0.0
41,2000-02-10,4.03125,4.066964,3.928571,4.053571,3.537606,75745600,5114309200,1.0
42,2000-02-11,4.058036,4.075893,3.866071,3.883929,3.389555,53062800,5167372000,0.0
43,2000-02-14,3.904018,4.138393,3.879464,4.136161,3.609682,91884800,5259256800,1.0
44,2000-02-15,4.116071,4.283482,4.113839,4.25,3.709032,121436000,5380692800,1.0
45,2000-02-16,4.205357,4.21875,4.004464,4.075893,3.557086,94561600,5475254400,0.0
46,2000-02-17,4.113839,4.125,4.040179,4.102679,3.5804620000000003,72374400,5547628800,0.0
47,2000-02-18,4.09375,4.120536,3.959821,3.973214,3.467478,58360400,5605989200,0.0
48,2000-02-22,3.933036,4.176339,3.810268,4.064732,3.5473449999999995,105574000,5711563200,1.0
49,2000-02-23,4.044085,4.25,3.964286,4.151786,3.623318,118274800,5829838000,1.0
50,2000-02-24,4.189732,4.254464,3.991071,4.114398,3.59069,94108000,5923946000,0.0
51,2000-02-25,4.100446,4.178571,3.933036,3.941964,3.440205,62286000,5986232000,0.0
52,2000-02-28,3.933036,4.107143,3.870536,4.044643,3.529813,82082000,6068314000,1.0
53,2000-02-29,4.055804,4.1875,4.020089,4.09375,3.5726699999999996,92240400,6160554400,1.0
54,2000-03-01,4.234375,4.716518,4.232143,4.654018,4.061624,269250800,6429805200,1.0
55,2000-03-02,4.535714,4.569196,4.310268,4.357143,3.802536,77814800,6507620000,0.0
56,2000-03-03,4.459821,4.5797989999999995,4.285714,4.571429,3.989547,80841600,6588461600,1.0
57,2000-03-06,4.5,4.611607,4.464286,4.488839,3.917468,52640000,6641101600,0.0
58,2000-03-07,4.515625,4.551339,4.325893,4.388393,3.8298089999999996,68252800,6709354400,0.0
59,2000-03-08,4.388393,4.426339,4.234375,4.357143,3.802536,67807600,6777162000,0.0
60,2000-03-09,4.316964,4.464286,4.223214,4.366071,3.8103290000000003,69179600,6846341600,1.0
61,2000-03-10,4.345982,4.569196,4.321429,4.491071,3.919418,62151600,6908493200,1.0
62,2000-03-13,4.361607,4.517857,4.267857,4.332589,3.781108,75989200,6984482400,0.0
63,2000-03-14,4.329241000000001,4.4375,4.071429,4.080357,3.560982,107144800,7091627200,0.0
64,2000-03-15,4.129464,4.294643,4.075893,4.151786,3.623318,110902400,7202529600,1.0
65,2000-03-16,4.189732,4.357143,4.089286,4.341518,3.7889,94525200,7297054800,1.0
66,2000-03-17,4.290179,4.464286,4.272321,4.464286,3.896042,76260800,7373315600,1.0
67,2000-03-20,4.410714,4.508929,4.370536,4.392857,3.833704,51122400,7424438000,0.0
68,2000-03-21,4.377232,4.883929,4.34375,4.819196,4.205776,131082000,7555520000,1.0
69,2000-03-22,4.742188,5.15625,4.698661,5.149554,4.494083,141999200,7697519200,1.0
70,2000-03-23,5.071429,5.370536,5.0,5.046875,4.404474,140641200,7838160400,0.0
71,2000-03-24,5.087054,5.140625,4.839286,4.953125,4.3226569999999995,111728400,7949888800,0.0
72,2000-03-27,4.915179,5.169643,4.888393,4.984375,4.349929,69795600,8019684400,1.0
73,2000-03-28,4.901786,5.071429,4.897321,4.96875,4.336292,50741600,8070426000,1.0
74,2000-03-29,4.977679,4.979911,4.7795760000000005,4.854911,4.2369449999999995,59959200,8130385200,0.0
75,2000-03-30,4.770089,4.917411,4.479911,4.491071,3.919418,103600000,8233985200,0.0
76,2000-03-31,4.551339,4.901786,4.5,4.850446,4.233048999999999,101158400,8335143600,1.0
77,2000-04-03,4.839286,4.982143,4.622768,4.761161,4.155126999999999,82140800,8417284400,0.0
78,2000-04-04,4.736607,4.75,4.169643,4.546875,3.968118,165082400,8582366800,0.0
79,2000-04-05,4.516741000000001,4.745536,4.428571,4.65625,4.063571,114416400,8696783200,1.0
80,2000-04-06,4.665179,4.803571,4.401786,4.470982,3.901885,64906800,8761690000,0.0
81,2000-04-07,4.544643,4.709821,4.482143,4.705357,4.106428,60608800,8822298800,1.0
82,2000-04-10,4.703125,4.741071,4.455357,4.464286,3.896042,53065600,8875364400,0.0
83,2000-04-11,4.410714,4.459821,4.216518,4.265625,3.722667,135455600,9010820000,0.0
84,2000-04-12,4.25,4.25,3.745536,3.901786,3.4051400000000003,235284000,9246104000,0.0
85,2000-04-13,3.982143,4.285714,3.875,4.064732,3.5473449999999995,132456800,9378560800,1.0
86,2000-04-14,3.904018,4.214286,3.892857,3.995536,3.4869559999999997,166905200,9545466000,1.0
87,2000-04-17,3.910714,4.426339,3.895089,4.424107,3.8609769999999997,102390400,9647856400,1.0
88,2000-04-18,4.410714,4.53125,4.263393,4.53125,3.954481,97731200,9745587600,1.0
89,2000-04-19,4.506696,4.651786,4.276786,4.325893,3.775265,130037600,9875625200,0.0
90,2000-04-20,4.417411,4.455357,4.180804,4.245536,3.705135,180530000,10056155200,0.0
91,2000-04-24,4.107143,4.303571,4.098214,4.303571,3.755785,110905200,10167060400,1.0
92,2000-04-25,4.361607,4.598214,4.359375,4.582589,3.9992870000000003,97910400,10264970800,1.0
93,2000-04-26,4.522321,4.571429,4.285714,4.332589,3.781108,91728000,10356698800,0.0
94,2000-04-27,4.185268,4.535714,4.163505000000001,4.526786,3.950587,81650800,10438349600,1.0
95,2000-04-28,4.540179,4.553571,4.332589,4.430804,3.866821,62395200,10500744800,0.0
96,2000-05-01,4.459821,4.46875,4.352679,4.439732,3.8746120000000004,56548800,10557293600,0.0
97,2000-05-02,4.401786,4.508929,4.196429,4.209821,3.6739669999999998,59108000,10616401600,0.0
98,2000-05-03,4.247768,4.330357,3.986607,4.109375,3.5863059999999995,122449600,10738851200,0.0
99,2000-05-04,4.111607,4.116071,3.948661,3.953125,3.4499449999999996,99878800,10838730000,0.0
100,2000-05-05,3.957589,4.098214,3.9542410000000006,4.040179,3.5259169999999997,71019200,10909749200,1.0
101,2000-05-08,4.003348,4.060268,3.928571,3.933036,3.4324120000000002,46225200,10955974400,0.0
102,2000-05-09,3.939732,3.973214,3.745536,3.765625,3.286311,81785200,11037759600,0.0
103,2000-05-10,3.716518,3.75,3.526786,3.546875,3.095405,133772800,11171532400,0.0
104,2000-05-11,3.620536,3.723214,3.535714,3.671875,3.204494,124936000,11296468400,1.0
105,2000-05-12,3.785714,3.946429,3.741629,3.84375,3.3544910000000003,76728400,11373196800,1.0
106,2000-05-15,3.859375,3.859375,3.575893,3.607143,3.148001,169733200,11542930000,0.0
107,2000-05-16,3.732701,3.895089,3.669643,3.774554,3.294103,110112800,11653042800,1.0
108,2000-05-17,3.700893,3.703125,3.584821,3.620536,3.1596889999999997,99523200,11752566000,0.0
109,2000-05-18,3.678571,3.747768,3.59375,3.598214,3.140209,93444400,11846010400,0.0
110,2000-05-19,3.544643,3.544643,3.334821,3.357143,2.929823,185166800,12031177200,0.0
111,2000-05-22,3.348214,3.348214,3.071429,3.212054,2.803201,188876800,12220054000,0.0
112,2000-05-23,3.232143,3.334821,3.058036,3.064732,2.674633,129396400,12349450400,0.0
113,2000-05-24,3.078125,3.205357,2.964286,3.131696,2.733073,169615600,12519066000,1.0
114,2000-05-25,3.160714,3.3091519999999996,3.071429,3.116629,2.719923,101687600,12620753600,0.0
115,2000-05-26,3.142857,3.209821,3.044643,3.084821,2.692165,45287200,12666040800,0.0
116,2000-05-30,3.129464,3.147321,2.919643,3.127232,2.729177,178264800,12844305600,0.0
117,2000-05-31,3.102679,3.258929,2.993304,3.0,2.6181400000000004,108376800,12952682400,0.0
118,2000-06-01,2.919643,3.198661,2.870536,3.183036,2.777877,225960000,13178642400,1.0
119,2000-06-02,3.348214,3.5625,3.178571,3.305804,2.885018,198212000,13376854400,0.0
120,2000-06-05,3.332589,3.401786,3.203125,3.261161,2.846058,80917200,13457771600,0.0
121,2000-06-06,3.2845980000000004,3.455357,3.225446,3.316964,2.894759,131370400,13589142000,1.0
122,2000-06-07,3.34375,3.464286,3.272321,3.448661,3.009691,84254800,13673396800,1.0
123,2000-06-08,3.486607,3.517857,3.325893,3.386161,2.955148,59631600,13733028400,0.0
124,2000-06-09,3.455357,3.497768,3.370536,3.419643,2.9843669999999998,63089600,13796118000,0.0
125,2000-06-12,3.441964,3.444196,3.245536,3.256696,2.842162,72584400,13868702400,0.0
126,2000-06-13,3.256696,3.381696,3.149554,3.375,2.945407,87864000,13956566400,1.0
127,2000-06-14,3.381696,3.4375,3.21875,3.229911,2.8187860000000002,69361600,14025928000,0.0
128,2000-06-15,3.258929,3.334821,3.178571,3.299107,2.879175,62143200,14088071200,1.0
129,2000-06-16,3.339286,3.348214,3.180804,3.256696,2.842162,75891200,14163962400,0.0
130,2000-06-19,3.234375,3.495536,3.207589,3.450893,3.0116400000000003,98501200,14262463600,1.0
131,2000-06-20,3.517857,3.712054,3.513393,3.616071,3.155793,125347600,14387811200,1.0
132,2000-06-21,3.607143,4.066964,3.59375,3.973214,3.467478,122500000,14510311200,1.0
133,2000-06-22,3.982143,4.116071,3.825893,3.839286,3.350596,116928000,14627239200,0.0
134,2000-06-23,3.841518,3.901786,3.629464,3.691964,3.222026,51241400,14678480600,0.0
135,2000-06-26,3.75,3.910714,3.723214,3.866071,3.373972,46338600,14724819200,1.0
136,2000-06-27,3.841518,3.964286,3.6875,3.696429,3.225921,50867600,14775686800,0.0
137,2000-06-28,3.808036,3.955357,3.678571,3.888393,3.3934519999999995,71607200,14847294000,1.0
138,2000-06-29,3.790179,3.852679,3.647321,3.660714,3.194754,50915200,14898209200,0.0
139,2000-06-30,3.772321,3.924107,3.691964,3.741071,3.264882,80774400,14978983600,0.0
140,2000-07-03,3.723214,3.879464,3.723214,3.808036,3.3233230000000002,17707200,14996690800,1.0
141,2000-07-05,3.803571,3.941964,3.625,3.6875,3.21813,66304000,15062994800,0.0
142,2000-07-06,3.75,3.78125,3.544643,3.700893,3.229818,77386400,15140381200,0.0
143,2000-07-07,3.756696,3.915179,3.723214,3.888393,3.3934519999999995,65900800,15206282000,1.0
144,2000-07-10,3.863839,4.160714,3.839286,4.080357,3.560982,99449000,15305731000,1.0
145,2000-07-11,4.071429,4.232143,3.959821,4.066964,3.549294,89474000,15395205000,0.0
146,2000-07-12,4.151786,4.209821,4.026786,4.205357,3.670071,56358400,15451563400,1.0
147,2000-07-13,4.178571,4.330357,3.910714,4.035714,3.522021,111414800,15562978200,0.0
148,2000-07-14,4.080357,4.214286,4.0625,4.120536,3.596046,47569200,15610547400,1.0
149,2000-07-17,4.160714,4.200893,4.080357,4.165179,3.635007,65000600,15675548000,1.0
150,2000-07-18,4.178571,4.205357,4.0625,4.089286,3.568774,79601200,15755149200,0.0
151,2000-07-19,3.941964,4.058036,3.696429,3.763393,3.284363,114468200,15869617400,0.0
152,2000-07-20,3.928571,4.075893,3.866071,3.9375,3.4363080000000004,116393200,15986010600,1.0
153,2000-07-21,3.8828129999999996,3.973214,3.78125,3.825893,3.338907,49058800,16035069400,0.0
154,2000-07-24,3.754464,3.776786,3.392857,3.477679,3.035016,103042800,16138112200,0.0
155,2000-07-25,3.59375,3.616071,3.504464,3.575893,3.1207290000000003,52901800,16191014000,0.0
156,2000-07-26,3.560268,3.660714,3.517857,3.575893,3.1207290000000003,52617600,16243631600,1.0
157,2000-07-27,3.571429,3.803571,3.5625,3.714286,3.241507,73746400,16317378000,1.0
158,2000-07-28,3.734375,3.75,3.348214,3.450893,3.0116400000000003,59473400,16376851400,0.0
159,2000-07-31,3.511161,3.6875,3.482143,3.629464,3.167482,38824800,16415676200,1.0
160,2000-08-01,3.59375,3.654018,3.517857,3.522321,3.073976,34321000,16449997200,0.0
161,2000-08-02,3.5,3.566964,3.370536,3.375,2.945407,40588800,16490586000,0.0
162,2000-08-03,3.254464,3.433036,3.160714,3.428571,2.9921599999999997,84974400,16575560400,1.0
163,2000-08-04,3.533482,3.660714,3.308036,3.383929,2.953199,65780400,16641340800,0.0
164,2000-08-07,3.419643,3.504464,3.370536,3.424107,2.988264,46837000,16688177800,1.0
165,2000-08-08,3.424107,3.428571,3.308036,3.339286,2.914239,44168600,16732346400,0.0
166,2000-08-09,3.4375,3.459821,3.375,3.392857,2.960991,94910200,16827256600,0.0
167,2000-08-10,3.428571,3.459821,3.383929,3.397321,2.964887,62928600,16890185200,0.0
168,2000-08-11,3.345982,3.428571,3.254464,3.40625,2.97268,59514000,16949699200,1.0
169,2000-08-14,3.399554,3.40625,3.308036,3.361607,2.933719,39165000,16988864200,0.0
170,2000-08-15,3.375,3.424107,3.321429,3.334821,2.910343,28550200,17017414400,0.0
171,2000-08-16,3.348214,3.5,3.34375,3.464286,3.023328,35918400,17053332800,1.0
172,2000-08-17,3.455357,3.745536,3.450893,3.674107,3.206442,67725000,17121057800,1.0
173,2000-08-18,3.669643,3.700893,3.5625,3.571429,3.116833,47544000,17168601800,0.0
174,2000-08-21,3.589286,3.683036,3.544643,3.607143,3.148001,33616800,17202218600,1.0
175,2000-08-22,3.616071,3.772321,3.598214,3.691964,3.222026,69200600,17271419200,1.0
176,2000-08-23,3.676339,3.910714,3.647321,3.879464,3.3856599999999997,59215800,17330635000,1.0
177,2000-08-24,3.9051339999999994,4.044643,3.8125,4.007813,3.497671,77691600,17408326600,1.0
178,2000-08-25,4.035714,4.107143,4.026786,4.058036,3.5415010000000002,83615000,17491941600,1.0
179,2000-08-28,4.089286,4.214286,4.075893,4.147321,3.6194230000000003,89751200,17581692800,1.0
180,2000-08-29,4.133929,4.245536,4.120536,4.227679,3.6895510000000002,66757600,17648450400,1.0
181,2000-08-30,4.214286,4.285714,4.19308,4.25,3.709032,71348200,17719798600,1.0
182,2000-08-31,4.212054,4.392857,4.209821,4.352679,3.7986410000000004,104899200,17824697800,1.0
183,2000-09-01,4.379464,4.544643,4.366071,4.53125,3.954481,64218000,17888915800,1.0
184,2000-09-05,4.475446,4.580357,4.446429,4.459821,3.892146,74660600,17963576400,0.0
185,2000-09-06,4.383929,4.455357,4.125,4.174107,3.6427989999999997,88851000,18052427400,0.0
186,2000-09-07,4.223214,4.46875,4.160714,4.428571,3.864874,54366200,18106793600,1.0
187,2000-09-08,4.401786,4.401786,4.178571,4.205357,3.670071,48879600,18155673200,0.0
188,2000-09-11,4.191964,4.3125,4.151786,4.174107,3.6427989999999997,46845400,18202518600,0.0
189,2000-09-12,4.095982,4.290179,4.071429,4.125,3.599942,46999400,18249518000,1.0
190,2000-09-13,4.053571,4.25,4.053571,4.142857,3.615526,76496000,18326014000,1.0
191,2000-09-14,4.183036,4.258929,4.058036,4.061383999999999,3.544423,106638000,18432652000,0.0
192,2000-09-15,4.125,4.15625,3.875,3.9453129999999996,3.4431260000000004,98628600,18531280600,0.0
193,2000-09-18,3.946429,4.339286,3.933036,4.332589,3.781108,106134000,18637414600,1.0
194,2000-09-19,4.267857,4.321429,4.183036,4.28125,3.736303,67877600,18705292200,1.0
195,2000-09-20,4.243304,4.388393,4.183036,4.360491000000001,3.8054589999999995,56847000,18762139200,1.0
196,2000-09-21,4.178571,4.258929,3.946429,4.049107,3.5337089999999995,127622600,18889761800,0.0
197,2000-09-22,3.59375,3.745536,3.571429,3.727679,3.2531950000000003,181675200,19071437000,1.0
198,2000-09-25,3.767857,3.964286,3.71875,3.821429,3.335011,108887800,19180324800,1.0
199,2000-09-26,3.808036,3.910714,3.669643,3.674107,3.206442,72734200,19253059000,0.0
200,2000-09-27,3.696429,3.767857,3.446429,3.495536,3.0506,100564800,19353623800,0.0
201,2000-09-28,3.522321,3.84375,3.4375,3.821429,3.335011,244896400,19598520200,1.0
202,2000-09-29,2.013393,2.071429,1.8125,1.839286,1.605169,1855410200,21453930400,0.0
203,2000-10-02,1.90625,1.910714,1.6785709999999998,1.732143,1.511664,606197200,22060127600,0.0
204,2000-10-03,1.78125,1.785714,1.5848209999999998,1.59375,1.390887,509530000,22569657600,0.0
205,2000-10-04,1.598214,1.6964290000000002,1.5625,1.6875,1.472704,366506000,22936163600,1.0
206,2000-10-05,1.6785709999999998,1.75,1.5714290000000002,1.575893,1.375302,218251600,23154415200,0.0
207,2000-10-06,1.620536,1.638393,1.5,1.5848209999999998,1.383095,153164200,23307579400,0.0
208,2000-10-09,1.6160709999999998,1.6339290000000002,1.5089290000000002,1.5535709999999998,1.3558219999999999,149391200,23456970600,0.0
209,2000-10-10,1.544643,1.6026790000000002,1.464286,1.4910709999999998,1.3012780000000002,172775400,23629746000,0.0
210,2000-10-11,1.4375,1.5,1.3660709999999998,1.401786,1.223357,299605600,23929351600,0.0
211,2000-10-12,1.450893,1.486607,1.392857,1.4285709999999998,1.246733,297766000,24227117600,0.0
212,2000-10-13,1.4464290000000002,1.580357,1.4285709999999998,1.575893,1.375302,311938200,24539055800,1.0
213,2000-10-16,1.59375,1.660714,1.526786,1.535714,1.3402379999999998,205044000,24744099800,0.0
214,2000-10-17,1.549107,1.566964,1.40625,1.4375,1.254525,150430000,24894529800,0.0
215,2000-10-18,1.388393,1.504464,1.339286,1.4375,1.254525,208566400,25103096200,1.0
216,2000-10-19,1.3683040000000002,1.4151790000000002,1.308036,1.3526790000000002,1.1805,376681200,25479777400,0.0
217,2000-10-20,1.361607,1.455357,1.3526790000000002,1.392857,1.215565,197815800,25677593200,1.0
218,2000-10-23,1.447545,1.46875,1.388393,1.455357,1.270109,137823000,25815416200,1.0
219,2000-10-24,1.4776790000000002,1.4910709999999998,1.34375,1.348214,1.176605,201112800,26016529000,0.0
220,2000-10-25,1.361607,1.370536,1.316964,1.3214290000000002,1.1532280000000001,165992400,26182521400,0.0
221,2000-10-26,1.34375,1.348214,1.25,1.3214290000000002,1.1532280000000001,180462800,26362984200,0.0
222,2000-10-27,1.348214,1.370536,1.276786,1.325893,1.157124,186125800,26549110000,0.0
223,2000-10-30,1.3660709999999998,1.424107,1.339286,1.379464,1.203877,159797400,26708907400,1.0
224,2000-10-31,1.410714,1.4464290000000002,1.375,1.3973209999999998,1.2194610000000001,221470200,26930377600,0.0
225,2000-11-01,1.388393,1.4910709999999998,1.388393,1.464286,1.277901,143841600,27074219200,1.0
226,2000-11-02,1.5089290000000002,1.6026790000000002,1.504464,1.59375,1.390887,147673400,27221892600,1.0
227,2000-11-03,1.642857,1.642857,1.566964,1.589286,1.386991,128955400,27350848000,0.0
228,2000-11-06,1.6026790000000002,1.6160709999999998,1.4910709999999998,1.53125,1.336342,98369600,27449217600,0.0
229,2000-11-07,1.535714,1.558036,1.486607,1.5223209999999998,1.32855,75490800,27524708400,0.0
230,2000-11-08,1.526786,1.53125,1.4151790000000002,1.433036,1.250629,105522200,27630230600,0.0
231,2000-11-09,1.419643,1.464286,1.361607,1.441964,1.258421,119208600,27749439200,1.0
232,2000-11-10,1.3828129999999998,1.419643,1.361607,1.361607,1.188292,105562800,27855002000,0.0
233,2000-11-13,1.339286,1.4285709999999998,1.3035709999999998,1.3839290000000002,1.207773,107954000,27962956000,1.0
234,2000-11-14,1.424107,1.464286,1.3973209999999998,1.4464290000000002,1.262317,102250400,28065206400,1.0
235,2000-11-15,1.4308040000000002,1.441964,1.375,1.419643,1.238941,70589400,28135795800,0.0
236,2000-11-16,1.392857,1.4151790000000002,1.348214,1.357143,1.184396,59843000,28195638800,0.0
237,2000-11-17,1.370536,1.375,1.3035709999999998,1.3214290000000002,1.1532280000000001,111545000,28307183800,0.0
238,2000-11-20,1.328125,1.392857,1.3035709999999998,1.3526790000000002,1.1805,102016600,28409200400,1.0
239,2000-11-21,1.370536,1.392857,1.339286,1.34375,1.172708,75488000,28484688400,0.0
240,2000-11-22,1.34375,1.3660709999999998,1.3125,1.3214290000000002,1.1532280000000001,70133000,28554821400,0.0
241,2000-11-24,1.347098,1.392857,1.34375,1.379464,1.203877,40233200,28595054600,1.0
242,2000-11-27,1.419643,1.424107,1.3214290000000002,1.3348209999999998,1.164916,64698200,28659752800,0.0
243,2000-11-28,1.3348209999999998,1.357143,1.28125,1.2879459999999998,1.124008,67281200,28727034000,0.0
244,2000-11-29,1.292411,1.308036,1.232143,1.254464,1.0947879999999999,123037600,28850071600,0.0
245,2000-11-30,1.191964,1.214286,1.151786,1.1785709999999998,1.0285549999999999,202399400,29052471000,0.0
246,2000-12-01,1.214286,1.25,1.200893,1.21875,1.063619,96426400,29148897400,1.0
247,2000-12-04,1.2276790000000002,1.2276790000000002,1.174107,1.191964,1.040243,92880200,29241777600,0.0
248,2000-12-05,1.2098209999999998,1.245536,1.169643,1.214286,1.059723,153494600,29395272200,1.0
249,2000-12-06,1.044643,1.0714290000000002,1.0,1.0223209999999998,0.892193,343616000,29738888200,0.0
250,2000-12-07,1.03125,1.0625,1.0,1.0223209999999998,0.892193,102229400,29841117600,0.0
251,2000-12-08,1.058036,1.09375,1.03125,1.075893,0.938946,108906000,29950023600,1.0
252,2000-12-11,1.0848209999999998,1.098214,1.0625,1.0848209999999998,0.946738,83127800,30033151400,0.0
253,2000-12-12,1.089286,1.142857,1.0714290000000002,1.098214,0.958426,96565000,30129716400,1.0
254,2000-12-13,1.111607,1.111607,1.0625,1.0714290000000002,0.93505,86221800,30215938200,0.0
255,2000-12-14,1.073661,1.089286,1.03125,1.03125,0.8999860000000001,65829400,30281767600,0.0
256,2000-12-15,1.0401790000000002,1.049107,1.0,1.004464,0.876609,128486400,30410254000,0.0
257,2000-12-18,1.0401790000000002,1.044643,0.9955360000000001,1.017857,0.8882969999999999,81452000,30491706000,0.0
258,2000-12-19,1.026786,1.089286,1.0,1.0,0.872713,93501800,30585207800,0.0
259,2000-12-20,0.984375,1.044643,0.9732139999999999,1.026786,0.8960889999999999,141332800,30726540600,1.0
260,2000-12-21,1.017857,1.0714290000000002,0.9910709999999999,1.004464,0.876609,91711200,30818251800,0.0
261,2000-12-22,1.0089290000000002,1.0714290000000002,1.0089290000000002,1.0714290000000002,0.93505,79513000,30897764800,1.0
262,2000-12-26,1.0625,1.0714290000000002,1.017857,1.049107,0.9155700000000001,54203800,30951968600,0.0
263,2000-12-27,1.0245540000000002,1.058036,1.013393,1.058036,0.9233620000000001,81366600,31033335200,1.0
264,2000-12-28,1.026786,1.066964,1.0223209999999998,1.058036,0.9233620000000001,76294400,31109629600,1.0
265,2000-12-29,1.049107,1.0714290000000002,1.035714,1.0625,0.927258,157584000,31267213600,1.0
266,2001-01-02,1.0625,1.089286,1.0401790000000002,1.0625,0.927258,113078000,31380291600,0.0
267,2001-01-03,1.035714,1.191964,1.03125,1.169643,1.0207629999999999,204268400,31584560000,1.0
268,2001-01-04,1.295759,1.3214290000000002,1.200893,1.21875,1.063619,184849000,31769409000,0.0
269,2001-01-05,1.2098209999999998,1.2410709999999998,1.1473209999999998,1.169643,1.0207629999999999,103089000,31872498000,0.0
270,2001-01-08,1.2098209999999998,1.21317,1.138393,1.183036,1.032451,93424800,31965922800,0.0
271,2001-01-09,1.200893,1.260045,1.183036,1.2276790000000002,1.0714110000000001,147232400,32113155200,1.0
272,2001-01-10,1.191964,1.214286,1.1473209999999998,1.183036,1.032451,145195400,32258350600,0.0
273,2001-01-11,1.160714,1.3214290000000002,1.160714,1.285714,1.12206,200933600,32459284200,1.0
274,2001-01-12,1.276786,1.285714,1.21875,1.2276790000000002,1.0714110000000001,105844200,32565128400,0.0
275,2001-01-16,1.245536,1.3035709999999998,1.214286,1.223214,1.067515,76529600,32641658000,0.0
276,2001-01-17,1.254464,1.254464,1.1785709999999998,1.200893,1.048035,210218400,32851876400,0.0
277,2001-01-18,1.2723209999999998,1.339286,1.2589290000000002,1.3348209999999998,1.164916,306752600,33158629000,1.0
278,2001-01-19,1.388393,1.3973209999999998,1.3348209999999998,1.392857,1.215565,194166000,33352795000,1.0
279,2001-01-22,1.361607,1.401786,1.316964,1.375,1.199981,129831800,33482626800,1.0
280,2001-01-23,1.379464,1.495536,1.361607,1.464286,1.277901,219882600,33702509400,1.0
281,2001-01-24,1.473214,1.4776790000000002,1.3973209999999998,1.464286,1.277901,179272800,33881782200,0.0
